Position,Track Name,Artist,Streams,URL,Date,Region,Spotify ID
1,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,25971,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,43109,ec,['33bnxcjePIkcmNjEFTJX0l']
2,Corazón,Maluma,25302,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,43109,ec,['4lESS6vuruP6a79KWRaQou']
3,Échame La Culpa,Luis Fonsi,24584,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,43109,ec,['1zsG4eaZmkA1dvjDDsAGLK']
4,Downtown,Anitta,19735,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D,43109,ec,['3Ga6eKrUFf12ouh9Yw3v2D']
5,Bella,Wolfine,19634,https://open.spotify.com/track/4R55IUi2x7S5ek2SpebOiE,43109,ec,['4R55IUi2x7S5ek2SpebOiE']
6,Sensualidad,Bad Bunny,18913,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,43109,ec,['5hcisvFMidkMJlElTO9Qmw']
7,Criminal,Natti Natasha,18266,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,43109,ec,['6Za3190Sbw39BBC77WSS1C']
8,Que Va,Alex Sensation,14455,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,43109,ec,['7ofxPmTNMj2GP07g1VZa0O']
9,Mayores,Becky G,14138,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,43109,ec,['7JNh1cfm0eXjqFVOzKLyau']
10,Se Preparó,Ozuna,14013,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,43109,ec,['1m69ELEgE6k5ZWsap40ozt']
11,SUTRA,Sebastian Yatra,13885,https://open.spotify.com/track/5TmZYdHW6HJ9gt7Aokuql5,43109,ec,['5TmZYdHW6HJ9gt7Aokuql5']
12,Robarte un Beso,Carlos Vives,13848,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k,43109,ec,['0JcNysfWVWaMS7R6vzGB2k']
13,Suena El Dembow,Joey Montana,13650,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,43109,ec,['5TysCiZtv1HnSWcTcUFusI']
14,Báilame - Remix,Nacho,12280,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,43109,ec,['3VClLWqNn80Llv0PJOsKgr']
15,Déjate Llevar,Juan Magán,12157,https://open.spotify.com/track/3xWEI23MLJrD0dpDcDUTW6,43109,ec,['3xWEI23MLJrD0dpDcDUTW6']
16,Me Rehúso,Danny Ocean,12101,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,43109,ec,['6De0lHrwBfPfrhorm9q1Xl']
17,Perro Fiel,Shakira,12077,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL,43109,ec,['70lnL3QaSOIIyMa2X9aVRL']
18,Esperándote,Manuel Turizo,11695,https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj,43109,ec,['1nfyE13arjOuO54HH0zmqj']
19,Besame,Valentino,11293,https://open.spotify.com/track/7Ckhk1XW5NV2k4jpqtQNlz,43109,ec,['7Ckhk1XW5NV2k4jpqtQNlz']
20,Bella y Sensual,Romeo Santos,10784,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3,43109,ec,['0ERbK7qVqveCaBWIiYCrl3']
21,Dembow,Danny Ocean,9839,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2,43109,ec,['2EzRdhuoPyNJDlep7lnNf2']
22,Vuelve,Daddy Yankee,9677,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,43109,ec,['0lJCqIx5BhZtf6QtYI2fbv']
23,Olha a Explosão,MC Kevinho,9661,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn,43109,ec,['6m2LNopVJKsvBB9l7Z1rwn']
24,Besos En Guerra,Morat,9634,https://open.spotify.com/track/1d0c62VFYauOOgxZ2eFUxx,43109,ec,['1d0c62VFYauOOgxZ2eFUxx']
25,Escápate Conmigo,Wisin,9559,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc,43109,ec,['1KSqYYJFyfTecXFk9M0prc']
26,Una Lady Como Tú,Manuel Turizo,9279,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,43109,ec,['7MHN1aCFtLXjownGhvEQlF']
27,3 A.M.,Jesse & Joy,9237,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu,43109,ec,['0yyZN5ASdrYu0XYWFzfxUu']
28,Bum Bum Tam Tam,MC Fioti,9171,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr,43109,ec,['4zWO4gvuFtw6EJZC5FFGlr']
29,Loco Enamorado,Abraham Mateo,9143,https://open.spotify.com/track/4N1c5rmWOzRmB9SMacr5wB,43109,ec,['4N1c5rmWOzRmB9SMacr5wB']
30,Havana - Remix,Camila Cabello,9141,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ,43109,ec,['3whrwq4DtvucphBPUogRuJ']
31,Mi Mala,Mau y Ricky,8488,https://open.spotify.com/track/4XP6qLtHI0n9UjIPTsuqe8,43109,ec,['4XP6qLtHI0n9UjIPTsuqe8']
32,Bonita,J Balvin,8404,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,43109,ec,['693iqPOQvhI7PobtR8CC8v']
33,#Natural,Paty Cantú,8394,https://open.spotify.com/track/6QY4K8DzL1HtAZbz7BGGOx,43109,ec,['6QY4K8DzL1HtAZbz7BGGOx']
34,Cásate Conmigo,Silvestre Dangond,8392,https://open.spotify.com/track/6f4UPdDBQONKJBRqwZGjaJ,43109,ec,['6f4UPdDBQONKJBRqwZGjaJ']
35,Vivo Pensando En Ti,Felipe Peláez,8237,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,43109,ec,['0H7cz1bR7w9PulJL7Na774']
36,Perfect,Ed Sheeran,8117,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,43109,ec,['0tgVpDi06FyKpA1z0VMD4v']
37,Solo,Amenazzy,8041,https://open.spotify.com/track/6zkgZ1pA4xHLMLgPXaF0Rk,43109,ec,['6zkgZ1pA4xHLMLgPXaF0Rk']
38,Felices los 4,Maluma,8028,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,43109,ec,['0qYTZCo5Bwh1nsUFGZP3zn']
39,New Rules,Dua Lipa,7748,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,43109,ec,['2ekn2ttSfGqwhhate0LSR0']
40,Havana,Camila Cabello,7676,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,43109,ec,['0ofbQMrRDsUaVKq2mGLEAb']
41,Shape of You,Ed Sheeran,7663,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,43109,ec,['7qiZfU4dY1lWllzX7mPBI3']
42,Mamita,CNCO,7632,https://open.spotify.com/track/5ojXuKXBYq0apcNucYSDXq,43109,ec,['5ojXuKXBYq0apcNucYSDXq']
43,Quiero Repetir,Ozuna,7490,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri,43109,ec,['0MIcPSq9n2z5H8TAfEstri']
44,Scooby Doo Pa Pa,Dj Kass,7393,https://open.spotify.com/track/1xndOD8CreR5ctkOv5G1LN,43109,ec,['1xndOD8CreR5ctkOv5G1LN']
45,Mi Gente,J Balvin,7384,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,43109,ec,['2rb5MvYT7ZIxbKW5hfcHx8']
46,Explícale,Yandel,7193,https://open.spotify.com/track/1LszjjoVwDDZcWUQbzeDLG,43109,ec,['1LszjjoVwDDZcWUQbzeDLG']
47,Ahora Dice,Chris Jeday,7124,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,43109,ec,['22eADXu8DfOAUEDw4vU8qy']
48,Como Antes,Yandel,7047,https://open.spotify.com/track/5YzA563GXTuwQaRq24z1k5,43109,ec,['5YzA563GXTuwQaRq24z1k5']
49,Amantes,Greeicy,6504,https://open.spotify.com/track/3IyPnNX142pvWx6D5CiimD,43109,ec,['3IyPnNX142pvWx6D5CiimD']
50,Si Tú La Ves,Nicky Jam,6472,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE,43109,ec,['4yN6xPLopmTLvc27pO9LIE']
51,Besándote,Piso 21,6006,https://open.spotify.com/track/13X0XdLMOdtbXVtAj2ox4h,43109,ec,['13X0XdLMOdtbXVtAj2ox4h']
52,Hey DJ,CNCO,5877,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,43109,ec,['209gZgcfLq2aUuu51vOWBl']
53,Por Pura Curiosidad,Fonseca,5776,https://open.spotify.com/track/1kLTaKK1qbtGuxggUtz8iz,43109,ec,['1kLTaKK1qbtGuxggUtz8iz']
54,Por Hacerme el Bueno,Bacilos,5618,https://open.spotify.com/track/5kTBmo3zNcnlm6saZRFrHR,43109,ec,['5kTBmo3zNcnlm6saZRFrHR']
55,Tú Foto,Ozuna,5504,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf,43109,ec,['5zSOVwaY3sVjnmLhuEfsuf']
56,Sola (Remix) [feat. Daddy Yankee Wisin Farruko Zion & Lennox],Anuel Aa,5298,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,43109,ec,['5q2JbCNi4FcnglgPfxcV65']
57,Chambea,Bad Bunny,5263,https://open.spotify.com/track/6ElmxV9B2mSNscEjP27M7i,43109,ec,['6ElmxV9B2mSNscEjP27M7i']
58,Wolves,Selena Gomez,5198,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,43109,ec,['7EmGUiUaOSGDnUUQUDrOXC']
59,rockstar,Post Malone,4921,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,43109,ec,['7wGoVu4Dady5GV0Sv4UIsx']
60,What Lovers Do (feat. SZA),Maroon 5,4881,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,43109,ec,['3hBBKuWJfxlIlnd9QFoC8k']
61,Síguelo Bailando,Ozuna,4861,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz,43109,ec,['5Y9fnynLlIvqtM710MHzfz']
62,Too Good At Goodbyes,Sam Smith,4706,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,43109,ec,['1mXVgsBdtIVeCLJnSnmtdV']
63,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,4606,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,43109,ec,['1bhUWB0zJMIKr9yVPrkEuI']
64,GPS,Maluma,4542,https://open.spotify.com/track/3t6j6WNv2OSn6qm5Vxynub,43109,ec,['3t6j6WNv2OSn6qm5Vxynub']
65,Loca (feat. Cali Y El Dandee),Maite Perroni,4514,https://open.spotify.com/track/05ZXXyeZFhZtA6DAP3Aw7x,43109,ec,['05ZXXyeZFhZtA6DAP3Aw7x']
66,Otra Vez (feat. J Balvin),Zion & Lennox,4370,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,43109,ec,['3QwBODjSEzelZyVjxPOHdq']
67,Bajo el agua,Manuel Medrano,4367,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g,43109,ec,['5QSYWruQQ7kBCHScI4xJ9g']
68,La Formula (feat. Chris Jeday),De La Ghetto,4257,https://open.spotify.com/track/4XCQtUoRSh22Ep18ULmDnT,43109,ec,['4XCQtUoRSh22Ep18ULmDnT']
69,Despacito (Featuring Daddy Yankee),Luis Fonsi,4144,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,43109,ec,['4aWmUDTfIPGksMNLV2rQP2']
70,Me Llamas (feat. Maluma) - Remix,Piso 21,4048,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,43109,ec,['5hEM0JchdVzQ5PwvSfITeX']
71,El Farsante,Ozuna,3957,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ,43109,ec,['5EId1m4DNwTf3at31w8bPJ']
72,Attention,Charlie Puth,3840,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,43109,ec,['4iLqG9SeJSnt0cSPICSjxv']
73,Amor Amor Amor,Jennifer Lopez,3837,https://open.spotify.com/track/7h9sdbDEBfkWSmO4mzGED6,43109,ec,['7h9sdbDEBfkWSmO4mzGED6']
74,Movimiento Naranja Regional,Movimiento Ciudadano,3776,https://open.spotify.com/track/5u9HlSPeBN7W79Y91WPEYK,43109,ec,['5u9HlSPeBN7W79Y91WPEYK']
75,Gucci Gang,Lil Pump,3681,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,43109,ec,['43ZyHQITOjhciSUUNPVRHc']
76,Bonita - Remix,J Balvin,3625,https://open.spotify.com/track/400nZFg9JEXd9DTBJf1PE3,43109,ec,['400nZFg9JEXd9DTBJf1PE3']
77,Dusk Till Dawn - Radio Edit,ZAYN,3576,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,43109,ec,['1j4kHkkpqZRBwE0A4CN4Yv']
78,Imitadora,Romeo Santos,3573,https://open.spotify.com/track/6r46lnXFbE9fr2d3KNaGbe,43109,ec,['6r46lnXFbE9fr2d3KNaGbe']
79,Traicionera,Sebastian Yatra,3516,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,43109,ec,['5J1c3M4EldCfNxXwrwt8mT']
80,No vaya a ser,Pablo Alborán,3434,https://open.spotify.com/track/6ZZOdrcqRZzTCwGlsy00SU,43109,ec,['6ZZOdrcqRZzTCwGlsy00SU']
81,Sé Que Te Duele,Alejandro Fernandez,3430,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,43109,ec,['5vZfgeDfNhlkKeJqjzSAmg']
82,Thinking Out Loud,Ed Sheeran,3408,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,43109,ec,['1Slwb6dOYkBlWal1PGtnNg']
83,Todo Comienza en la Disco,Wisin,3355,https://open.spotify.com/track/3a2aBKuvgP1qHo3BqU3lGh,43109,ec,['3a2aBKuvgP1qHo3BqU3lGh']
84,Una y otra vez,Manuel Medrano,3309,https://open.spotify.com/track/0bK3jxkbq5cDKWr68KtO8G,43109,ec,['0bK3jxkbq5cDKWr68KtO8G']
85,Ahora Me Llama,Karol G,3202,https://open.spotify.com/track/11ZRYISCsAsLyyJo47DudZ,43109,ec,['11ZRYISCsAsLyyJo47DudZ']
86,Devuélveme El Corazón,Sebastian Yatra,3183,https://open.spotify.com/track/2uWg6P3lEsS1qQ2qg11TUx,43109,ec,['2uWg6P3lEsS1qQ2qg11TUx']
87,Finesse (Remix) [feat. Cardi B],Bruno Mars,3170,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,43109,ec,['3Vo4wInECJQuz9BIBMOu8i']
88,La Modelo,Ozuna,3162,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH,43109,ec,['2m2ZGfJcs3lHWNPzhWH3XH']
89,Báilame,Nacho,3158,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,43109,ec,['7lRsNbdOGykkMAgsqs4R1C']
90,Háblame Bajito,Abraham Mateo,3122,https://open.spotify.com/track/1s46xFwjfRUkRlPlX3PwPk,43109,ec,['1s46xFwjfRUkRlPlX3PwPk']
91,Caraluna,Bacilos,3113,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums,43109,ec,['7DhYjNLksXZhbRQeheAums']
92,Destino o Casualidad,Melendi,3112,https://open.spotify.com/track/02IJFWVjLSM811RsySQusA,43109,ec,['02IJFWVjLSM811RsySQusA']
93,Theres Nothing Holdin Me Back,Shawn Mendes,3105,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,43109,ec,['79cuOz3SPQTuFrp8WgftAu']
94,River (feat. Ed Sheeran),Eminem,3103,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,43109,ec,['5UEnHoDYpsxlfzWLZIc7LD']
95,Una Lady Como Tú - Remix,Manuel Turizo,3086,https://open.spotify.com/track/7MMRoGvm7uhoUVhGvHJ3yW,43109,ec,['7MMRoGvm7uhoUVhGvHJ3yW']
96,Cómo Te Atreves,Morat,3076,https://open.spotify.com/track/2z0EshEO4XptiepEb9j3Og,43109,ec,['2z0EshEO4XptiepEb9j3Og']
97,A Ella,Karol G,3068,https://open.spotify.com/track/6081KcXIw1Xli7DBL53CVH,43109,ec,['6081KcXIw1Xli7DBL53CVH']
98,El Amante,Nicky Jam,3012,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,43109,ec,['3umS4y3uQDkqekNjVpiRUs']
99,Sigo Extrañándote,J Balvin,2998,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8,43109,ec,['6qDF4wWL49CAVbgT7yuHl8']
100,Alguien Robo,Sebastian Yatra,2950,https://open.spotify.com/track/5i50gKdLAjjIr7UxRT5IVy,43109,ec,['5i50gKdLAjjIr7UxRT5IVy']
101,Photograph,Ed Sheeran,2934,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,43109,ec,['6fxVffaTuwjgEk5h9QyRjy']
102,La Rompe Corazones,Daddy Yankee,2930,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3,43109,ec,['4okba5wu9mMLXx79DXLKi3']
103,Diles (feat. Arcangel Nengo Flow Dj Luian & Mambo Kings),Farruko,2918,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1,43109,ec,['2FrnTVSHjgnEylKGdHRUK1']
104,Something Just Like This,The Chainsmokers,2881,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,43109,ec,['6RUKPb4LETWmmr3iAEQktW']
105,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld,2876,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,43109,ec,['5AEtlRudpgdT5FtNiuly6Y']
106,How Long,Charlie Puth,2846,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,43109,ec,['32DGGj6KlNuBr6WaqRxpxi']
107,Believer,Imagine Dragons,2837,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,43109,ec,['0CcQNd8CINkwQfe1RDtGV6']
108,Andas En Mi Cabeza,Chino & Nacho,2806,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,43109,ec,['5mey7CLLuFToM2P68Qu1gF']
109,Feels,Calvin Harris,2803,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,43109,ec,['5bcTCxgc7xVfSaMV3RuVke']
110,Solo a Solas (feat. Maluma),Cosculluela,2766,https://open.spotify.com/track/4iKuG50iHNBaybQOo11yrN,43109,ec,['4iKuG50iHNBaybQOo11yrN']
111,La Estrategia,Cali Y El Dandee,2753,https://open.spotify.com/track/5fqE4mcMADOX0qTuIlpLZL,43109,ec,['5fqE4mcMADOX0qTuIlpLZL']
112,I Feel It Coming,The Weeknd,2744,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,43109,ec,['5GXAXm5YOmYT0kL5jHvYBt']
113,Reggaetón Lento (Bailemos),CNCO,2738,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,43109,ec,['3AEZUABDXNtecAOSC1qTfo']
114,Thats What I Like,Bruno Mars,2722,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,43109,ec,['0KKkJNfGyhkQ5aFogxQAPU']
115,Por Favor - Spanglish Version,Fifth Harmony,2710,https://open.spotify.com/track/2vHDurkzJ8dhCzoPzqiE2C,43109,ec,['2vHDurkzJ8dhCzoPzqiE2C']
116,Nuestro Secreto,Carlos Vives,2703,https://open.spotify.com/track/2sBTBHbqkwz0qSDhKsQ4OQ,43109,ec,['2sBTBHbqkwz0qSDhKsQ4OQ']
117,Thunder,Imagine Dragons,2685,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,43109,ec,['0tKcYR2II1VCQWT79i5NrW']
118,Bebe (feat. Anuel AA),Ozuna,2671,https://open.spotify.com/track/6SIrNxmmdbv1KUbFBu1PaN,43109,ec,['6SIrNxmmdbv1KUbFBu1PaN']
119,Him & I (with Halsey),G-Eazy,2670,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,43109,ec,['5k38wzpLb15YgncyWdTZE4']
120,Ay Mi Dios,IAmChino,2602,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,43109,ec,['6stYbAJgTszHAHZMPxWWCY']
121,Krippy Kush,Farruko,2596,https://open.spotify.com/track/7FfpP3YZ6fOWMdxkIAtud9,43109,ec,['7FfpP3YZ6fOWMdxkIAtud9']
122,Amor Con Hielo,Morat,2588,https://open.spotify.com/track/105pLwtYErO64sPyXsPPAP,43109,ec,['105pLwtYErO64sPyXsPPAP']
123,Me Enamoré,Shakira,2562,https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9,43109,ec,['4qknM1pQz53QOyfDVTjcM9']
124,Vacaciones,Wisin,2558,https://open.spotify.com/track/1rXojdsUqqxGj2WCmJGWHP,43109,ec,['1rXojdsUqqxGj2WCmJGWHP']
125,Afuera del planeta,Manuel Medrano,2551,https://open.spotify.com/track/71t9GoojGIMZLySI6imKFY,43109,ec,['71t9GoojGIMZLySI6imKFY']
126,El Granjero,Arcangel,2509,https://open.spotify.com/track/7k3SjypJ8lF9WWu8Op0We0,43109,ec,['7k3SjypJ8lF9WWu8Op0We0']
127,Sexto Sentido (feat. Bad Bunny),Gigolo Y La Exce,2503,https://open.spotify.com/track/3iDPALl8BoUbuXZgy6EOWY,43109,ec,['3iDPALl8BoUbuXZgy6EOWY']
128,La Bicicleta,Carlos Vives,2494,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,43109,ec,['0sXvAOmXgjR2QUqLK1MltU']
129,We Dont Talk Anymore (feat. Selena Gomez),Charlie Puth,2486,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,43109,ec,['68EMU2RD1ECNeOeJ5qAXCV']
130,The Scientist,Coldplay,2467,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,43109,ec,['75JFxkI2RXiU7L9VXzMkle']
131,Romance,Nacho,2447,https://open.spotify.com/track/2ljGNdaz00VLUfqVfJjCAb,43109,ec,['2ljGNdaz00VLUfqVfJjCAb']
132,Soy Peor,Bad Bunny,2432,https://open.spotify.com/track/5MT96Zz0ymUJNm8obKZQr0,43109,ec,['5MT96Zz0ymUJNm8obKZQr0']
133,Joga O Bum Bum Tam Tam,MC Fioti,2403,https://open.spotify.com/track/58tUwXG7xKE7gzNOp6Msca,43109,ec,['58tUwXG7xKE7gzNOp6Msca']
134,La flaca,Jarabe De Palo,2380,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb,43109,ec,['2LsbizbOeNa4x6qsi2jAMb']
135,100 Años,Ha*Ash,2346,https://open.spotify.com/track/4gJzpOMYyOpVnbDXlT5aWL,43109,ec,['4gJzpOMYyOpVnbDXlT5aWL']
136,23,Maluma,2314,https://open.spotify.com/track/6iHkZiRJcULoqasbboOgig,43109,ec,['6iHkZiRJcULoqasbboOgig']
137,One Dance,Drake,2314,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,43109,ec,['1xznGGDReH1oQq0xzbwXa3']
138,Say You Wont Let Go,James Arthur,2312,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,43109,ec,['5uCax9HTNlzGybIStD3vDh']
139,A Thousand Years,Christina Perri,2307,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl,43109,ec,['6lanRgr6wXibZr8KgzXxBl']
140,Silence,Marshmello,2294,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,43109,ec,['7vGuf3Y35N4wmASOKLUVVU']
141,All of Me,John Legend,2291,https://open.spotify.com/track/3uhBIQ7tv8j1FME8cFGEfG,43109,ec,['3uhBIQ7tv8j1FME8cFGEfG']
142,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2290,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,43109,ec,['5knuzwU65gJK7IF5yJsuaW']
143,Quédate,Manuel Medrano,2273,https://open.spotify.com/track/5XXxxfDWGvI6OaXPEniklV,43109,ec,['5XXxxfDWGvI6OaXPEniklV']
144,Vitamina,Maluma,2268,https://open.spotify.com/track/5W9oqM9MkYU0DVBic748ZJ,43109,ec,['5W9oqM9MkYU0DVBic748ZJ']
145,Real Friends,Camila Cabello,2237,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL,43109,ec,['4V6MRo0CEAC9MwAm7dkPuL']
146,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2233,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,43109,ec,['6kex4EBAj0WHXDKZMEJaaF']
147,Chantaje,Shakira,2232,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,43109,ec,['6mICuAdrwEjh6Y6lroV2Kg']
148,Closer,The Chainsmokers,2221,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,43109,ec,['7BKLCZ1jbUBVqRi2FVlTVw']
149,La Mujer Que Bota Fuego (feat. Natalia Jiménez),Manuel Medrano,2219,https://open.spotify.com/track/6w6EINTodc8j0TWtrWHdm2,43109,ec,['6w6EINTodc8j0TWtrWHdm2']
150,Let Me Love You,DJ Snake,2213,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,43109,ec,['4pdPtRcBmOSQDlJ3Fk945m']
151,Aprender A Quererte,Morat,2208,https://open.spotify.com/track/52M5auEmcKuKLJzuwWj5xs,43109,ec,['52M5auEmcKuKLJzuwWj5xs']
152,Ahora Me Llama - Remix,Karol G,2207,https://open.spotify.com/track/63yOvxSAB02K45KDnZscS0,43109,ec,['63yOvxSAB02K45KDnZscS0']
153,I Miss You (feat. Julia Michaels),Clean Bandit,2201,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,43109,ec,['2xmrfQpmS2iJExTlklLoAL']
154,Juraste,Sky,2183,https://open.spotify.com/track/1xrbyp16GiuTEttWGqNQE6,43109,ec,['1xrbyp16GiuTEttWGqNQE6']
155,Stargazing,Kygo,2178,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP,43109,ec,['0Zbbxnx4SGGHoIow4PpISP']
156,Friends (with BloodPop®),Justin Bieber,2175,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,43109,ec,['7nZmah2llfvLDiUjm0kiyz']
157,More Than You Know,Axwell /\ Ingrosso,2160,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44,43109,ec,['71bBFbfn2OBK5QwUJSLS44']
158,Al Filo de Tu Amor,Carlos Vives,2145,https://open.spotify.com/track/5yJCrSdwrLFzboxg0z9xMd,43109,ec,['5yJCrSdwrLFzboxg0z9xMd']
159,It Aint Me (with Selena Gomez),Kygo,2131,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,43109,ec,['3eR23VReFzcdmS7TYCrhCe']
160,Faded,Alan Walker,2129,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,43109,ec,['7gHs73wELdeycvS48JfIos']
161,Enamorándonos,Cabas,2125,https://open.spotify.com/track/0aywfeIr0tmhLZJxzqOhzP,43109,ec,['0aywfeIr0tmhLZJxzqOhzP']
162,Ya Me Enteré,Reik,2112,https://open.spotify.com/track/0lPXFrKyl8HkdQ2E6NmNja,43109,ec,['0lPXFrKyl8HkdQ2E6NmNja']
163,Stressed Out,Twenty One Pilots,2111,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,43109,ec,['3CRDbSIZ4r5MsZ0YwxuEkn']
